Organism,Groups,Size,Chromosomes,Organelles,Plasmids,Assemblies
Herminiimonas fonticola,Bacteria;Proteobacteria;Betaproteobacteria,3.11516,0,0,0,2
Hermit crab associated circular genome,Viruses;Other;Circoviridae,0.001063,1,0,0,1
Hermit crab associated circular virus,Viruses;Other;Circoviridae,0.002291,1,0,0,1
Heron hepatitis B virus,Viruses;Other;Hepadnaviridae,0.003033,1,0,0,2
Herpetomonas muscarum,Eukaryota;Protists;Kinetoplasts,30.8448,0,0,0,1
Herpetosiphon,Bacteria;Terrabacteria group;Chloroflexi,5.98319,0,0,0,1
Herpetosiphon aurantiacus,Bacteria;Terrabacteria group;Chloroflexi,6.78543,1,0,2,1
Herpetosiphon geysericola,Bacteria;Terrabacteria group;Chloroflexi,6.14041,0,0,0,1
Herpetosiphon llansteffanense,Bacteria;Terrabacteria group;Chloroflexi,6.14015,0,0,0,1
Herpotrichiellaceae sp. UM238,Eukaryota;Fungi;Ascomycetes,28.3643,0,0,0,1
Herrania umbratica,Eukaryota;Plants;Land Plants,234.039,0,0,0,1
Hespellia stercorisuis,Bacteria;Terrabacteria group;Firmicutes,4.40294,0,0,0,1
Hesseltinella vesiculosa,Eukaryota;Fungi;Other Fungi,27.2162,0,0,0,1
Heterobasidion annosum,Eukaryota;Fungi;Basidiomycetes,27.9883,0,0,0,4
Heterobasidion irregulare,Eukaryota;Fungi;Basidiomycetes,33.65,0,0,0,4
Heterobasidion partitivirus 1,Viruses;Other;Partitiviridae,0.003893,2,0,0,1
Heterobasidion partitivirus 12,Viruses;Other;Partitiviridae,0.00369,2,0,0,1
Heterobasidion partitivirus 13,Viruses;Other;Partitiviridae,0.003649,2,0,0,4
Heterobasidion partitivirus 15,Viruses;Other;Partitiviridae,0.003673,2,0,0,1
Heterobasidion partitivirus 2,Viruses;Other;Partitiviridae,0.004528,2,0,0,7
Heterobasidion partitivirus 3,Viruses;Other;Partitiviridae,0.003711,2,0,0,1
Heterobasidion partitivirus 7,Viruses;Other;Partitiviridae,0.004528,2,0,0,3
Heterobasidion partitivirus 8,Viruses;Other;Partitiviridae,0.004516,2,0,0,1
Heterobasidion partitivirus P,Viruses;Other;Partitiviridae,0.002325,1,0,0,1
Heterobasidion parviporum,Eukaryota;Fungi;Basidiomycetes,37.7579,0,0,0,1
Heterocapsa circularisquama DNA virus 01,Viruses;Other;Other,0.0058,1,0,0,1
Heterocapsa circularisquama RNA virus 01,Viruses;Other;Alvernaviridae,0.004375,1,0,0,1
Heterocephalus glaber,Eukaryota;Animals;Mammals,2618.2,0,1,0,2
Heterococcus,Eukaryota;Protists;Other Protists,60.7427,0,0,0,1
Heterodera glycines,Eukaryota;Animals;Roundworms,123.846,0,0,0,2
Heterohyrax brucei,Eukaryota;Animals;Mammals,3618.15,0,0,0,1
Heterorhabditis bacteriophora,Eukaryota;Animals;Roundworms,76.9743,0,0,0,1
Heterosigma akashiwo RNA virus,Viruses;Other;Marnaviridae,0.008587,1,0,0,1
Heterosigma akashiwo virus 01,Viruses;Other;Phycodnaviridae,0.274793,1,0,0,1
Heterostelium album,Eukaryota;Protists;Other Protists,32.9702,0,0,1,1
Heterostelium multicystogenum,Eukaryota;Protists;Other Protists,30.3256,0,0,0,1
Hevea brasiliensis,Eukaryota;Plants;Land Plants,1373.53,0,1,0,4
Hibbertia virus Y,Viruses;Other;Potyviridae,0.001707,1,0,0,1
Hibiscus bacilliform virus GD1,Viruses;Other;Caulimoviridae,0.007435,1,0,0,1
Hibiscus chlorotic ringspot virus,Viruses;Other;Tombusviridae,0.003911,1,0,0,1
Hibiscus green spot virus 2,Viruses;Other;Kitaviridae,0.014702,3,0,0,1
Hibiscus latent Fort Pierce virus,Viruses;Other;Virgaviridae,0.006431,1,0,0,1
Hibiscus latent Singapore virus,Viruses;Other;Virgaviridae,0.006485,1,0,0,1
Hibiscus leaf curl alphasatellite,Viruses;Other;Alphasatellitidae,0.001375,1,0,0,1
Hibiscus syriacus,Eukaryota;Plants;Land Plants,2573.67,0,0,0,2
High Plains wheat mosaic emaravirus,Viruses;Other;Fimoviridae,0.018555,8,0,0,1
Highlands J virus,Viruses;Other;Togaviridae,0.011526,1,0,0,1
Himantopus himantopus,Eukaryota;Animals;Birds,1116.81,0,0,0,1
Himetobi P virus,Viruses;Other;Dicistroviridae,0.009275,1,0,0,1
Hippea,Bacteria;Proteobacteria;delta/epsilon subdivisions,1.74231,0,0,0,1
Hippea alviniae,Bacteria;Proteobacteria;delta/epsilon subdivisions,1.74939,0,0,0,1
Hippea jasoniae,Bacteria;Proteobacteria;delta/epsilon subdivisions,1.71478,0,0,0,1
Hippea maritima,Bacteria;Proteobacteria;delta/epsilon subdivisions,1.69443,1,0,0,1
Hippeastrum latent virus,Viruses;Other;Betaflexiviridae,0.0085,1,0,0,1
Hippeastrum mosaic virus,Viruses;Other;Potyviridae,0.00966,1,0,0,1
Hippocampus comes,Eukaryota;Animals;Fishes,493.776,0,1,0,1
Hippopotamus amphibius,Eukaryota;Animals;Mammals,2733.49,0,0,0,2
Hipposideros armiger,Eukaryota;Animals;Mammals,2236.58,0,1,0,1
Hipposideros galeritus,Eukaryota;Animals;Mammals,2440.75,0,0,0,1
Hippotragine gammaherpesvirus 1,Viruses;Other;Herpesviridae,1.74e-4,1,0,0,1
Hippotragus niger,Eukaryota;Animals;Mammals,2595.33,0,0,0,1
Hirame novirhabdovirus,Viruses;Other;Rhabdoviridae,0.011034,1,0,0,1
Hirschia,Bacteria;Proteobacteria;Alphaproteobacteria,3.86411,0,0,0,2
Hirschia baltica,Bacteria;Proteobacteria;Alphaproteobacteria,3.54011,1,0,1,1
Hirschia maritima,Bacteria;Proteobacteria;Alphaproteobacteria,3.35127,0,0,0,1
Hirsutella minnesotensis,Eukaryota;Fungi;Ascomycetes,51.1111,0,0,0,1
Hirsutella rhossiliensis,Eukaryota;Fungi;Ascomycetes,50.7179,0,0,0,1
Hirsutella thompsonii,Eukaryota;Fungi;Ascomycetes,35.1749,0,0,0,2
Hirudovirus strain Sangsue,Viruses;Other;Mimiviridae,1.18104,1,0,0,1
Hirundo rustica,Eukaryota;Animals;Birds,1213.74,0,0,0,1
His 1 virus,Viruses;Other;Other,0.014462,1,0,0,1
His2 virus,Viruses;Other;Pleolipoviridae,0.016067,1,0,0,1
Histidinibacterium lentulum,Bacteria;Proteobacteria;Alphaproteobacteria,4.35304,0,0,0,1
Histophilus somni,Bacteria;Proteobacteria;Gammaproteobacteria,2.26386,1,0,0,50
Histoplasma capsulatum,Eukaryota;Fungi;Ascomycetes,33.0303,0,0,0,6
Hoeflea,Bacteria;Proteobacteria;Alphaproteobacteria,6.11209,1,0,2,6
Hoeflea halophila,Bacteria;Proteobacteria;Alphaproteobacteria,4.1928,0,0,0,1
Hoeflea marina,Bacteria;Proteobacteria;Alphaproteobacteria,5.26197,0,0,0,1
Hoeflea olei,Bacteria;Proteobacteria;Alphaproteobacteria,4.72361,0,0,0,1
Hoeflea phototrophica,Bacteria;Proteobacteria;Alphaproteobacteria,4.46847,1,0,0,1
Hofstenia miamia,Eukaryota;Animals;Other Animals,949.843,0,0,0,1
Hokovirus HKV1,Viruses;Other;Mimiviridae,1.32623,0,0,0,1
Holacanthella duospinosa,Eukaryota;Animals;Insects,327.567,0,0,0,1
Holcocephala fusca,Eukaryota;Animals;Insects,516.231,0,0,0,1
Holcus lanatus-associated virus,Viruses;unclassified viruses;unclassified,0.002197,1,0,0,1
Holdemanella biformis,Bacteria;Terrabacteria group;Firmicutes,2.51776,0,0,0,6
Holdemania,Bacteria;Terrabacteria group;Firmicutes,3.68027,0,0,0,1
Holdemania filiformis,Bacteria;Terrabacteria group;Firmicutes,3.93292,0,0,0,2
Holdemania massiliensis,Bacteria;Terrabacteria group;Firmicutes,3.81148,0,0,0,1
Hollyhock leaf crumple virus,Viruses;Other;Geminiviridae,0.002755,1,0,0,1
Hollyhock leaf crumple virus satellite DNA,Viruses;Satellites;unclassified,7.41e-4,1,0,0,1
Hollyhock leaf curl virus,Viruses;Other;Geminiviridae,0.002748,1,0,0,1
Hollyhock yellow vein mosaic Islamabad virus,Viruses;Other;Geminiviridae,0.002741,1,0,0,2
Hollyhock yellow vein mosaic virus,Viruses;Other;Geminiviridae,0.00275,1,0,0,2
Hollyhock yellow vein virus associated symptomless alphasatellite,Viruses;Other;Alphasatellitidae,0.00136,1,0,0,1
Holocentrus rufus,Eukaryota;Animals;Fishes,649.757,0,0,0,1
Holophaga foetida,Bacteria;Acidobacteria;Holophagae,4.12724,0,0,0,1
Holophagaceae bacterium,Bacteria;Acidobacteria;Holophagae,4.84157,0,0,0,4
Holophagaceae bacterium UBA1801,Bacteria;Acidobacteria;Holophagae,4.24299,0,0,0,1
Holophagaceae bacterium UBA692,Bacteria;Acidobacteria;Holophagae,3.94002,0,0,0,1
Holophagaceae bacterium UBA706,Bacteria;Acidobacteria;Holophagae,4.10663,0,0,0,1
Holophagae bacterium,Bacteria;Acidobacteria;Holophagae,4.23605,0,0,0,1
Holophagales bacterium UBA2201,Bacteria;Acidobacteria;Holophagae,3.64621,0,0,0,1
Holophagales bacterium UBA4812,Bacteria;Acidobacteria;Holophagae,3.51342,0,0,0,1
Holophagales bacterium UBA5066,Bacteria;Acidobacteria;Holophagae,4.27051,0,0,0,1
Holophagales bacterium UBA5607,Bacteria;Acidobacteria;Holophagae,3.33097,0,0,0,1
Holophagales bacterium UBA5704,Bacteria;Acidobacteria;Holophagae,8.02495,0,0,0,1
Holospora curviuscula,Bacteria;Proteobacteria;Alphaproteobacteria,1.7155,0,0,0,1
Holospora elegans,Bacteria;Proteobacteria;Alphaproteobacteria,1.26833,0,0,0,1
Holospora obtusa,Bacteria;Proteobacteria;Alphaproteobacteria,1.33484,0,0,0,1
Holospora undulata,Bacteria;Proteobacteria;Alphaproteobacteria,1.40264,0,0,0,1
Holosporaceae bacterium UBA3830,Bacteria;Proteobacteria;Alphaproteobacteria,1.03984,0,0,0,1
Holosporaceae bacterium UBA5542,Bacteria;Proteobacteria;Alphaproteobacteria,0.915121,0,0,0,1
Holosporaceae bacterium UBA7879,Bacteria;Proteobacteria;Alphaproteobacteria,1.1468,0,0,0,1
Holosporales bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,1.76375,0,0,0,7
Holtermannia corniformis,Eukaryota;Fungi;Basidiomycetes,20.721800000000002,0,0,0,1
Holtermanniella nyarrowii,Eukaryota;Fungi;Basidiomycetes,17.7354,0,0,0,1
Hom-1 vesivirus,Viruses;Other;Caliciviridae,0.008399,1,0,0,1
Homalodisca coagulata virus 1,Viruses;Other;Dicistroviridae,0.009345,1,0,0,1
Homalodisca vitripennis,Eukaryota;Animals;Insects,1445.22,0,0,0,1
Homalodisca vitripennis reovirus,Viruses;Other;Reoviridae,0.025724,12,0,0,1
Homo sapiens,Eukaryota;Animals;Mammals,3272.09,24,1,0,213
Homolaphlyctis polyrhiza,Eukaryota;Fungi;Other Fungi,26.1117,0,0,0,1
Homoserinibacter,Bacteria;Terrabacteria group;Actinobacteria,2.97659,0,0,0,1
Homoserinimonas,Bacteria;Terrabacteria group;Actinobacteria,3.64617,0,0,0,1
Homoserinimonas aerilata,Bacteria;Terrabacteria group;Actinobacteria,2.8409,0,0,0,1
Hondaea fermentalgiana,Eukaryota;Protists;Other Protists,38.9434,0,0,0,1
Honeysuckle ringspot virus,Viruses;Other;Tombusviridae,0.003956,1,0,0,1
Honeysuckle yellow vein beta-[Japan:Fukui:2001],Viruses;Other;Tolecusatellitidae,0.001336,1,0,0,1
Honeysuckle yellow vein betasatellite,Viruses;Other;Tolecusatellitidae,0.001344,1,0,0,1
Honeysuckle yellow vein Kagoshima virus,Viruses;Other;Geminiviridae,0.002762,1,0,0,1
Honeysuckle yellow vein mosaic betasatellite,Viruses;Other;Tolecusatellitidae,0.001262,1,0,0,1
Honeysuckle yellow vein mosaic disease associated satellite DNA beta,Viruses;Other;Tolecusatellitidae,0.001346,1,0,0,1
Honeysuckle yellow vein mosaic virus,Viruses;Other;Geminiviridae,0.002759,1,0,0,2
Honeysuckle yellow vein virus,Viruses;Other;Geminiviridae,0.002784,1,0,0,15
Hop latent viroid,Viruses;Other;Pospiviroidae,2.56e-4,1,0,0,1
Hop latent virus,Viruses;Other;Betaflexiviridae,0.008612,1,0,0,1
Hop mosaic virus,Viruses;Other;Betaflexiviridae,0.00855,1,0,0,1
Hop stunt viroid,Viruses;Other;Pospiviroidae,3.02e-4,1,0,0,1
Hop trefoil cryptic virus 2,Viruses;Other;Partitiviridae,0.00478,2,0,0,1
Hordeum bulbosum,Eukaryota;Plants;Land Plants,1294.87,0,0,0,1
Hordeum mosaic virus,Viruses;Other;Potyviridae,0.009463,1,0,0,1
Hordeum pubiflorum,Eukaryota;Plants;Land Plants,1425.27,0,0,0,1
Hordeum vulgare,Eukaryota;Plants;Land Plants,9788.86,0,0,0,15
Hordeum vulgare alphaendornavirus,Viruses;Other;Endornaviridae,0.014243,1,0,0,1
Hormoscilla,Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group,6.86962,0,0,0,2
Horse associated cyclovirus 1,Viruses;Other;Circoviridae,0.001843,1,0,0,1
Horsegram yellow mosaic virus,Viruses;Other;Geminiviridae,0.005405,2,0,0,1
Horseradish curly top virus,Viruses;Other;Geminiviridae,0.00308,1,0,0,1
Horseradish latent virus,Viruses;Other;Caulimoviridae,0.007954,1,0,0,1
Horseshoe bat hepatitis B virus,Viruses;Other;Hepadnaviridae,0.003377,1,0,0,1
Hortaea thailandica,Eukaryota;Fungi;Ascomycetes,23.885,0,0,0,1
Hortaea werneckii,Eukaryota;Fungi;Ascomycetes,49.7773,0,0,0,13
Hosta virus X,Viruses;Other;Alphaflexiviridae,0.006528,1,0,0,1
Hot pepper alphaendornavirus,Viruses;Other;Endornaviridae,0.014729,1,0,0,1
Howler monkey associated porprismacovirus 1,Viruses;Other;Smacoviridae,0.002485,1,0,0,1
Hoya chlorotic spot virus,Viruses;Other;Virgaviridae,0.006386,1,0,0,1
Hoyosella altamirensis,Bacteria;Terrabacteria group;Actinobacteria,4.8751,0,0,0,1
Hoyosella subflava,Bacteria;Terrabacteria group;Actinobacteria,4.86349,1,0,2,1
Huangpi Tick Virus 1,Viruses;Other;Peribunyaviridae,0.018467,3,0,0,1
Huangpi Tick Virus 2,Viruses;Other;Phenuiviridae,0.011718,3,0,0,1
Huangpi Tick Virus 3,Viruses;Other;Rhabdoviridae,0.013169,1,0,0,1
Hubei arthropod virus 1,Viruses;Other;Other,0.009539,1,0,0,1
Hubei arthropod virus 3,Viruses;Other;Other,0.009828,1,0,0,1
Hubei astro-like virus,Viruses;Other;Other,0.006784,1,0,0,1
Hubei chuvirus-like virus 1,Viruses;Other;Other,0.010831,2,0,0,1
Hubei chuvirus-like virus 3,Viruses;Other;Other,0.01128,1,0,0,1
Hubei coleoptera virus 1,Viruses;Other;Other,0.010107,1,0,0,1
Hubei coleoptera virus 2,Viruses;Other;Other,0.011668,1,0,0,1
Hubei coleoptera virus 3,Viruses;Other;Other,0.013741,1,0,0,1
Hubei dimarhabdovirus virus 1,Viruses;Other;Other,0.011145,1,0,0,1
Hubei dimarhabdovirus virus 2,Viruses;Other;Other,0.011332,1,0,0,1
Hubei dimarhabdovirus virus 3,Viruses;Other;Other,0.01167,1,0,0,1
Hubei diptera virus 1,Viruses;Other;Other,0.00886,1,0,0,1
Hubei diptera virus 10,Viruses;Other;Other,0.013161,1,0,0,1
Hubei diptera virus 11,Viruses;Other;Other,0.012513,1,0,0,1
Hubei diptera virus 12,Viruses;Other;Other,0.004805,2,0,0,1
Hubei diptera virus 13,Viruses;Other;Other,0.004712,2,0,0,1
Hubei diptera virus 14,Viruses;Other;Other,0.004257,2,0,0,1
Hubei diptera virus 15,Viruses;Other;Other,0.002073,1,0,0,1
Hubei diptera virus 16,Viruses;Other;Other,0.00273,1,0,0,1
Hubei diptera virus 17,Viruses;Other;Other,0.003333,2,0,0,1
Hubei diptera virus 18,Viruses;Other;Other,0.003436,2,0,0,1
Hubei diptera virus 22,Viruses;Other;Other,0.007691,1,0,0,1
Hubei diptera virus 3,Viruses;Other;Phenuiviridae,0.012096,3,0,0,1
Hubei diptera virus 4,Viruses;Other;Phenuiviridae,0.012369,3,0,0,1
Hubei diptera virus 5,Viruses;Other;Phenuiviridae,0.012871,3,0,0,1
Hubei diptera virus 9,Viruses;Other;Other,0.013,1,0,0,1
Hubei earwig virus 3,Viruses;Other;Other,0.013072,1,0,0,1
Hubei endorna-like virus 1,Viruses;Other;Other,0.013693,1,0,0,1
Hubei hepe-like virus 1,Viruses;Other;Other,0.007594,1,0,0,1
Hubei hepe-like virus 2,Viruses;Other;Other,0.005933,1,0,0,1
Hubei hepe-like virus 3,Viruses;Other;Other,0.007736,1,0,0,1
Hubei insect virus 2,Viruses;Other;Other,0.030268,10,0,0,1
Hubei leech virus 1,Viruses;Other;Other,0.004779,1,0,0,1
Hubei leech virus 2,Viruses;Other;Other,0.009073,1,0,0,1
Hubei leech virus 3,Viruses;Other;Other,0.008848,1,0,0,1
Hubei leech virus 4,Viruses;Other;Other,0.008267,1,0,0,1
Hubei lepidoptera virus 1,Viruses;Other;Phenuiviridae,0.013913,3,0,0,1
Hubei lepidoptera virus 2,Viruses;Other;Other,0.013109,1,0,0,1
Hubei lepidoptera virus 3,Viruses;Other;Other,0.024514,10,0,0,1
Hubei macula-like virus 1,Viruses;Other;Other,0.005917,1,0,0,1
Hubei macula-like virus 2,Viruses;Other;Other,0.006288,1,0,0,1
Hubei mosquito virus 1,Viruses;Other;Other,0.009074,1,0,0,1
Hubei mosquito virus 2,Viruses;Other;Other,0.004811,2,0,0,1
Hubei mosquito virus 3,Viruses;Other;Other,0.002012,1,0,0,1
Hubei mosquito virus 4,Viruses;Other;Other,0.004971,1,0,0,1
Hubei myriapoda virus 1,Viruses;Other;Other,0.010283,1,0,0,1
Hubei myriapoda virus 2,Viruses;Other;Other,0.011177,1,0,0,1
Hubei myriapoda virus 3,Viruses;Other;Other,0.010892,1,0,0,1
Hubei myriapoda virus 4,Viruses;Other;Other,0.012877,1,0,0,1
Hubei myriapoda virus 5,Viruses;Other;Mypoviridae,0.015977,3,0,0,1
Hubei myriapoda virus 7,Viruses;Other;Other,0.016196,1,0,0,1
Hubei myriapoda virus 8,Viruses;Other;Other,0.013517,1,0,0,1
Hubei myriapoda virus 9,Viruses;Other;Other,0.004429,2,0,0,1
Hubei narna-like virus 11,Viruses;Other;Other,0.005313,1,0,0,1
Hubei narna-like virus 12,Viruses;Other;Other,0.003992,1,0,0,1
Hubei narna-like virus 13,Viruses;Other;Other,0.002469,1,0,0,1
Hubei narna-like virus 15,Viruses;Other;Other,0.002872,1,0,0,1
Hubei narna-like virus 17,Viruses;Other;Other,0.002835,1,0,0,1
Hubei narna-like virus 18,Viruses;Other;Other,0.002252,1,0,0,1
Hubei narna-like virus 19,Viruses;Other;Other,0.002275,1,0,0,1
Hubei narna-like virus 2,Viruses;Other;Other,0.002677,1,0,0,1
Hubei narna-like virus 21,Viruses;Other;Other,0.002892,1,0,0,1
Hubei narna-like virus 22,Viruses;Other;Other,0.002592,1,0,0,1
Hubei narna-like virus 23,Viruses;Other;Other,0.002247,1,0,0,1
Hubei narna-like virus 24,Viruses;Other;Other,0.002226,1,0,0,1
Hubei narna-like virus 25,Viruses;Other;Other,0.002375,1,0,0,1
Hubei narna-like virus 3,Viruses;Other;Other,0.002816,1,0,0,1
Hubei narna-like virus 4,Viruses;Other;Other,0.002981,1,0,0,1
Hubei narna-like virus 5,Viruses;Other;Other,0.002664,1,0,0,1
Hubei narna-like virus 7,Viruses;Other;Other,0.004007,1,0,0,1
Hubei narna-like virus 9,Viruses;Other;Other,0.00438,1,0,0,1
Hubei noda-like virus 17,Viruses;Other;Other,0.003034,1,0,0,1
Hubei noda-like virus 8,Viruses;Other;Other,0.005619,2,0,0,1
Hubei noda-like virus 9,Viruses;Other;Other,0.004959,2,0,0,1
Hubei odonate virus 1,Viruses;Other;Other,0.008313,1,0,0,1
Hubei odonate virus 10,Viruses;Other;Other,0.01444,1,0,0,1
Hubei odonate virus 11,Viruses;Other;Other,0.011349,1,0,0,1
Hubei odonate virus 12,Viruses;Other;Other,0.004035,1,0,0,1
Hubei odonate virus 2,Viruses;Other;Other,0.010126,1,0,0,1
Hubei odonate virus 3,Viruses;Other;Other,0.010046,1,0,0,1
Hubei odonate virus 4,Viruses;Other;Other,0.009596,1,0,0,1
Hubei odonate virus 5,Viruses;Other;Other,0.00982,1,0,0,1
Hubei odonate virus 6,Viruses;Other;Other,0.012535,1,0,0,1
Hubei odonate virus 7,Viruses;Other;Other,0.012044,1,0,0,1
Hubei odonate virus 8,Viruses;Other;Other,0.010837,3,0,0,1
Hubei odonate virus 9,Viruses;Other;Other,0.010542,3,0,0,1
Hubei orthoptera virus 1,Viruses;Other;Other,0.009555,1,0,0,1
Hubei orthoptera virus 3,Viruses;Other;Other,0.010327,1,0,0,1
Hubei orthoptera virus 4,Viruses;Other;Other,0.0047,2,0,0,1
Hubei orthoptera virus 5,Viruses;Other;Other,0.010903,1,0,0,1
Hubei partiti-like virus 11,Viruses;Other;Other,0.003358,2,0,0,1
Hubei permutotetra-like virus 1,Viruses;Other;Other,0.00456,1,0,0,1
Hubei permutotetra-like virus 10,Viruses;Other;Other,0.00425,1,0,0,1
Hubei permutotetra-like virus 11,Viruses;Other;Other,0.004775,1,0,0,1
Hubei permutotetra-like virus 2,Viruses;Other;Other,0.004551,1,0,0,1
Hubei permutotetra-like virus 3,Viruses;Other;Other,0.004792,1,0,0,1
Hubei permutotetra-like virus 4,Viruses;Other;Other,0.004772,1,0,0,1
Hubei permutotetra-like virus 5,Viruses;Other;Other,0.004886,1,0,0,1
Hubei permutotetra-like virus 6,Viruses;Other;Other,0.005394,1,0,0,1
Hubei permutotetra-like virus 7,Viruses;Other;Other,0.004928,1,0,0,1
Hubei permutotetra-like virus 8,Viruses;Other;Other,0.005117,1,0,0,1
Hubei permutotetra-like virus 9,Viruses;Other;Other,0.005032,1,0,0,1
Hubei picorna-like virus 1,Viruses;Other;Other,0.009635,1,0,0,1
Hubei picorna-like virus 10,Viruses;Other;Other,0.008307,1,0,0,1
Hubei picorna-like virus 11,Viruses;Other;Other,0.008974,1,0,0,1
Hubei picorna-like virus 12,Viruses;Other;Other,0.009598,1,0,0,1
Hubei picorna-like virus 13,Viruses;Other;Other,0.008848,1,0,0,1
Hubei picorna-like virus 14,Viruses;Other;Other,0.009435,1,0,0,1
Hubei picorna-like virus 15,Viruses;Other;Other,0.00991,1,0,0,1
Hubei picorna-like virus 16,Viruses;Other;Other,0.0091,1,0,0,1
Hubei picorna-like virus 17,Viruses;Other;Other,0.010234,1,0,0,1
Hubei picorna-like virus 18,Viruses;Other;Other,0.009478,1,0,0,1
Hubei picorna-like virus 2,Viruses;Other;Other,0.009147,1,0,0,1
Hubei picorna-like virus 20,Viruses;Other;Other,0.008382,1,0,0,1
Hubei picorna-like virus 21,Viruses;Other;Other,0.009311,1,0,0,1
Hubei picorna-like virus 22,Viruses;Other;Other,0.008253,1,0,0,1
Hubei picorna-like virus 24,Viruses;Other;Other,0.008358,1,0,0,1
Hubei picorna-like virus 25,Viruses;Other;Other,0.009235,1,0,0,1
Hubei picorna-like virus 26,Viruses;Other;Other,0.008938,1,0,0,1
Hubei picorna-like virus 27,Viruses;Other;Other,0.010184,1,0,0,1
Hubei picorna-like virus 28,Viruses;Other;Other,0.010061,1,0,0,1
Hubei picorna-like virus 29,Viruses;Other;Other,0.010308,1,0,0,1
Hubei picorna-like virus 30,Viruses;Other;Other,0.006111,1,0,0,1
Hubei picorna-like virus 31,Viruses;Other;Other,0.008584,1,0,0,1
Hubei picorna-like virus 32,Viruses;Other;Other,0.007696,1,0,0,1
Hubei picorna-like virus 33,Viruses;Other;Other,0.009658,1,0,0,1
Hubei picorna-like virus 34,Viruses;Other;Other,0.009185,1,0,0,1
Hubei picorna-like virus 35,Viruses;Other;Other,0.009266,1,0,0,1
Hubei picorna-like virus 36,Viruses;Other;Other,0.009856,1,0,0,1
Hubei picorna-like virus 37,Viruses;Other;Other,0.009789,1,0,0,1
Hubei picorna-like virus 38,Viruses;Other;Other,0.009836,1,0,0,1
Hubei picorna-like virus 39,Viruses;Other;Other,0.008821,1,0,0,1
Hubei picorna-like virus 4,Viruses;Other;Other,0.008604,1,0,0,1
Hubei picorna-like virus 40,Viruses;Other;Other,0.008842,1,0,0,1
Hubei picorna-like virus 41,Viruses;Other;Other,0.008964,1,0,0,1
Hubei picorna-like virus 42,Viruses;Other;Other,0.009129,1,0,0,1
Hubei picorna-like virus 43,Viruses;Other;Other,0.009758,1,0,0,1
Hubei picorna-like virus 44,Viruses;Other;Other,0.009565,1,0,0,1
Hubei picorna-like virus 45,Viruses;Other;Other,0.010908,1,0,0,1
Hubei picorna-like virus 46,Viruses;Other;Other,0.010188,1,0,0,1
Hubei picorna-like virus 47,Viruses;Other;Other,0.010106,1,0,0,1
Hubei picorna-like virus 48,Viruses;Other;Other,0.009702,1,0,0,1
Hubei picorna-like virus 49,Viruses;Other;Other,0.009773,1,0,0,1
Hubei picorna-like virus 5,Viruses;Other;Other,0.008763,1,0,0,1
Hubei picorna-like virus 50,Viruses;Other;Other,0.011297,1,0,0,1
Hubei picorna-like virus 51,Viruses;Other;Other,0.008905,1,0,0,1
Hubei picorna-like virus 52,Viruses;Other;Other,0.012566,1,0,0,1
Hubei picorna-like virus 53,Viruses;Other;Other,0.013389,1,0,0,1
Hubei picorna-like virus 54,Viruses;Other;Other,0.011022,1,0,0,1
Hubei picorna-like virus 55,Viruses;Other;Other,0.009795,1,0,0,1
Hubei picorna-like virus 56,Viruses;Other;Other,0.010129,1,0,0,1
Hubei picorna-like virus 58,Viruses;Other;Other,0.009145,1,0,0,1
Hubei picorna-like virus 59,Viruses;Other;Other,0.009035,1,0,0,1
Hubei picorna-like virus 6,Viruses;Other;Other,0.008747,1,0,0,1
Hubei picorna-like virus 60,Viruses;Other;Other,0.009487,1,0,0,1
Hubei picorna-like virus 61,Viruses;Other;Other,0.008681,1,0,0,1
Hubei picorna-like virus 62,Viruses;Other;Other,0.00884,1,0,0,1
